8;V01009;FILTRATION;FILTRE A HUILE;78130;LES MUREAUX;17/08/2016;8.03;21.79
5;V00411;THERMIQUE;PIECE DE CLIMATISATION;;;28/11/2015;68.60;20
1;V00358;FILTRATION;FILTRE A HUILE;;;12/06/2015;13.84;25.72
7;V00646;INDEFINI;INDEFINI;95640;MARINES;21/01/2015;-55.30;100
1;V00638;MOTEUR;SUPPORT MOTEUR;95840;VILLIERS ADAM;04/08/2015;82.90;35.90
5;V00424;FREINAGE;PLAQUETTE;;;29/07/2016;22.50;42
1;V01201;EMBRAYAGE;HYDRAULIQUE,  EMETTEUR, RECEPTEUR, BUTEE;95520;OSNY;16/03/2017;49.98;35.71
6;V00331;FILTRATION;FILTRE A AIR;95640;MARINES;26/09/2017;13.17;31.36
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;SOUFFLET;;;07/04/2017;12.77;33.28
6;V00979;ENTRAINEMENT;ALTERNATEUR;95450;VIGNY;12/05/2017;210;46.67
